Index,Name,Address,latitude,longtitude,Phone,Website,Ranking,Open Hours,Images
188,Sharpe Hair Studio,"6 High St, Tallaght, Dublin",53.2876753,-6.365672099999999,(01) 451 4055,None,5.0,"['8a.m.–4:30p.m.', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–7p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OWw3Y-A7MNuK9ea61RjnUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.67314&pitch=0&thumbfov=100
189,DNA Hair Salon,None,None,None,085 832 1512,None,4.8,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipPDNzUtLqrSbrBeOWEp-MX_DOUqkBi-c9HcSO36=w408-h546-k-no
190,All About Hair & Beauty,"465 S Circular Rd, Rialto, Dublin 8, D08 X2R4",53.3361309,-6.298869499999999,(01) 453 7316,None,3.8,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y33ydTZl4BLBRdaWJqMmYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.64944&pitch=0&thumbfov=100
191,Peter Mark,"Unit 38, Fonthill Rd, Clondalkin, Dublin 22",53.3527958,-6.3903003,(01) 623 1112,petermark.ie,4.3,"['9a.m.–6p.m.', '11a.m.–5p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–9p.m.', '9:30a.m.–9p.m.', '9:30a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipPjOZEaeQ_oEJj1A_j4vJ8kZz7zaGsdt3wsSwzX=w408-h272-k-no
192,Ritzys Hair Salon,"William Street, Puttaghan, Tullamore, Co. Offaly, R35 FY92",53.2768127,-7.491416699999998,(057) 934 1036,ritzyshairsalon.ie,4.5,"['9a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOYgQMR9EL1LGyoaBwXfCAqM1UvBWiO8Oc19roP=w450-h240-k-no
193,Brown Sugar,"36 Main St, Blackrock, Co. Dublin, A94 E8H1",53.30114409999999,-6.1766185,(01) 210 8630,brownsugar.ie,4.7,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMStlajNbfR9pNqHp2oUTpejw8IMULr6DHVcADx=w525-h240-k-no
194,"Ischia Hair, Beauty & Wig Salon","Johnstown Centre, Bailis, Navan, Co. Meath",53.643504,-6.659992,(046) 909 1791,ischiahairandbeauty.ie,4.6,"['8:30a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMC6N87xjWF4SFfKjt_Dyz2QpHr4GtnIbP5iMY2=w426-h240-k-no
195,House of Colour,"The Griffeen Centre, Unit 4, Griffeen Rd, Lucan, Co. Dublin, K78 P684",53.3406768,-6.432310699999999,(01) 505 9797,houseofcolour.ie,4.6,"['9a.m.–5p.m.', 'Closed', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–8p.m.', '10a.m.–7p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u1k4hRvWMm07_cS5uz4gjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.026638&pitch=0&thumbfov=100
196,Wigs Ireland,"34 Donnybrook, Main Street, Dublin",53.3220622,-6.2358705,(01) 260 8874,wig.ie,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tRfj4dbOcPeTnaCMM6FKFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.145905&pitch=0&thumbfov=100
197,LUIZ HAIRDRESSER,"97 Talbot St, Rotunda, Dublin 1, D01 E2N3",53.3502109,-6.2568645,089 702 4299,None,None,"['9a.m.–8p.m.', 'Closed', '9a.m.–1p.m.', '5–8p.m.', '9a.m.–1p.m.', '5–8p.m.', '9a.m.–1p.m.', '5–8p.m.', '9a.m.–1p.m.', '5–8p.m.', '9a.m.–1p.m.', '5–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9w7BT0-iwPuH5iojB0aokg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.99963&pitch=0&thumbfov=100
198,Queen dame street,"52 Dame St, Temple Bar, Dublin 2, D02 TR59",53.3443197,-6.2640728,(01) 670 8080,queen.ie,5.0,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOCH27yQWY3iW2ngacDCAW_9X3aFnEPJnSpW69t=w408-h725-k-no
199,The Colour Den,None,None,None,(01) 298 9701,colourdensalon.com,5.0,"['9:30a.m.–6:30p.m.', 'Closed', 'Closed', '9:30a.m.–6:30p.m.', '9:30a.m.–6:30p.m.', '9:30a.m.–6:30p.m.', '9:30a.m.–6:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipO-nM3yL1TV2XvR1oyqS-YG2RzqDonjuOgqJd3A=w408-h544-k-no
200,House of Colour,"3 Capel St, North City, Dublin 1, D01 Y650",53.3462943,-6.2677611,(01) 877 9097,houseofcolour.ie,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GKkYsLVgVcIAIS2aEeP9Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.27915&pitch=0&thumbfov=100
201,Salon Vintage,"131 St Peter's Rd, Greenhills Rd, Walkinstown, Dublin 12, D12 CC9C",53.3122692,-6.327068799999999,(01) 450 8343,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d9r3TPkpZ9WDExnbiBxFbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.714615&pitch=0&thumbfov=100
202,The Tan Fairy,"Kingswood Shopping Centre, Unit 5, Sylvan Dr, Kingswood Ave, Dublin 24",53.3078182,-6.3675776,(01) 452 6552,thetanfairykingswood.myshopify.com,4.9,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '8a.m.–9p.m.', '9:30a.m.–7p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IlLBHjXarcg58lrzkNdg3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.75499&pitch=0&thumbfov=100
203,Peter Mark Hairdressers Nutgrove,"Nutgrove Shopping Centre, 31 Nutgrove Way, Rathfarnham, Dublin 14",53.2903992,-6.2672979,(01) 493 3080,petermark.ie,4.4,"['9a.m.–6p.m.', '11a.m.–5p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipNSkKXmVId1prvTjB8nNEGR9QOap_LXzsQmGQHt=w408-h272-k-no
204,Shei Hair & Beauty Salon,"57 Mary St, North City, Dublin, D01 C6X5",53.3486815,-6.2678741,089 456 0587,treatwell.ie,3.6,[],https://lh5.googleusercontent.com/p/AF1QipMs0np31t5my23nA-oxmtU6oZRN9d6ouUnphoql=w408-h544-k-no
205,The Room D4,"6 Seafort Ave, Dublin 4, D04 YA24",53.3326144,-6.2150273,(01) 215 3786,theroomd4.ie,4.9,[],https://lh5.googleusercontent.com/p/AF1QipMXgmXZgkL_j7YNVwySsIq2bJGp65HWUQv-Um8z=w408-h725-k-no
206,Black Amber,"68 Main St, Gorey corporation lands, Gorey, Co. Wexford, Y25 CY83",52.6753227,-6.2953183,(053) 942 0419,blackamber.ie,4.9,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipOEpC9XQvLCfEDmGjZyCG6pJKIrdVzr_k4cCJI7=w408-h544-k-no
207,FK Hair Studio,None,None,None,083 344 4787,fkhairstudio.ie,5.0,[],https://lh5.googleusercontent.com/p/AF1QipP1mRme9IN9u84SXN-qf9uAcvBfi7Wv8T7Iz65W=w408-h271-k-no
208,Shell's Styles - Hairdressers Clondalkin,"2, Tower Shopping Centre, 22 Tower Road, Clondalkin, Dublin",53.3206758,-6.394517,(01) 457 8702,None,4.4,"['9a.m.–5p.m.', 'Closed', '10a.m.–5p.m.', '10a.m.–5p.m.', '10a.m.–5p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipO9tj3u3Fu2si7CW5vP1h47KfGaCGy601-Pf0Zf=w408-h306-k-no
209,Esmers Hair Studio,None,None,None,(01) 490 7620,esmershairstudio.com,5.0,"['9a.m.–5p.m.', 'Closed', '9:30a.m.–5p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPPDa9pClSa6pnwU7x9HqjWYNof1dKQUkDuvS1z=w426-h240-k-no
210,The Hair Artist,"Unit 4, 9/10 Eustace St, Temple Bar, Dublin 2, D02 F729",53.34480199999999,-6.264901,087 243 5632,facebook.com,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–7p.m.', '10a.m.–7p.m.', '11a.m.–9p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipO9ots4r3TZhdnrnObQejfGCOCV3y6QlwrBdPz5=w408-h407-k-no
211,Knights,"Springfield Shopping Centre, Springfield, Dublin",53.2874444,-6.382264699999999,(01) 462 2933,None,4.7,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QLsEjlFj-aVg5-qnebjGOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.920612&pitch=0&thumbfov=100
212,Errigal Unisex Hair and Beauty Salon,"12a Errigal Rd, Drimnagh, Dublin 12, D12 YTY7",53.3256076,-6.321348299999999,(01) 455 8026,None,4.2,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipMFbbqbtUMPeolmSS44t-GsEQ2qvYjbpPbFbFDr=w408-h306-k-no
213,V2 Hair Design,"3A Orchard Rd, Clondalkin, Dublin, D22 KN60",53.3217011,-6.393338399999999,(01) 457 2465,v2hairdesign.ie,4.8,"['9a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPg3fNz602OuCj7bo2ZBt16TGhM6b-Qw93jh-Q2=w408-h408-k-no
214,La Salon Soeur,"1 Wainsfort Dr, Kimmage, Dublin, D6W CH72",53.3093685,-6.3049374,(01) 490 2607,None,4.6,"['9:30a.m.–5:30p.m.', 'Closed', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vx4CT8yF442R16_DrpCDRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.333698&pitch=0&thumbfov=100
215,Paris Lover Hair and Beauty,None,None,None,(01) 555 2928,parislover.ie,4.5,"['9a.m.–7p.m.', 'Closed', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.', '9:30a.m.–9p.m.', '9:30a.m.–9p.m.', '9:30a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipNnNvRSdTuxlVi0UOfT0fbrey3HZiS5JVr9O5XM=w426-h240-k-no
216,Premium Hair And Beauty Supplies,"153 Thomond Rd, Inchicore, Ballyfermot, Co. Dublin, D10 RF21",53.3413819,-6.3472395,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0eaJd2ZwUP3pYikHVqk1mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.7895&pitch=0&thumbfov=100
217,Frankies Hairdressing,"Parnell St, Ballycullenbeg, Mountmellick, Co. Laois, R32 DC67",53.11608589999999,-7.324275999999999,(057) 867 9500,frankieshairdressing.ie,4.8,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–7:30p.m.', '9a.m.–7:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipMD5ows6TTUTiBDz17D6k_LdVnhEbVm3OZ4t8qD=w408-h306-k-no
218,Reflections Hair Loom,"149 Emmet Rd, Inchicore, Dublin 8, D08 PR94",53.3401695,-6.317356,(01) 454 5822,None,4.8,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9a.m.–5:30p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3AJXJWzJ-D8Rf7-xZ6JzeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.53168&pitch=0&thumbfov=100
219,Moxie Hair Studio,None,None,None,None,moxiestudio.ie,4.8,[],https://lh5.googleusercontent.com/p/AF1QipMRDFTaixqkP8ou-431d9wn5Qg3aR3g_vv46-N7=w408-h408-k-no
220,Mane Hair Salon,"16 William St S, Dublin 2, D02 NY90",53.3421645,-6.262685299999999,(01) 672 5177,hairbymane.ie,4.3,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7:30p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipP2G4PrpltgXgzEnpfkiIKTuogSLoV7DQYnJkDO=w408-h279-k-no
221,Your Hair,"Killeshiin Road, Graigue, Carlow",52.8366336,-6.9424408,,None,5.0,"['8:30a.m.–5p.m.', 'Closed', '9:30a.m.–12:30p.m.', '1:30–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=brpvTmfs4Co8IEh9zsGe9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.7162&pitch=0&thumbfov=100
222,Angelina Hair Salon,"Saint Peter's Road St Peter's Rd, Walkinstown, Dublin 12, D12 KX23",53.3136221,-6.329329299999999,(01) 534 9524,angelinasalon.ie,4.9,"['9a.m.–5p.m.', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', 'Closed', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMNM_ji5hV-elk94m2zW53x0UBeIFeSn2YRLtVX=w408-h271-k-no
223,Fusion Hair Salon,"Blackrock Village Center, Main Street, Blackrock, Co. Louth, A91 VP0A",53.9604556,-6.3674548,(042) 932 3747,None,4.3,"['9:30a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOySJsegIGz9-CFh9BfHhaMkPrwdcUJYMJb57-4=w408-h271-k-no
224,Venus Hair and Beauty,"Tower Road, Clondalkin, Dublin 22, D22 V2R2",53.3206632,-6.3945099,(01) 457 9735,facebook.com,4.9,"['10a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipN9hz8xh2oOASU3Odc2UPST2hZVdFKqmQqPOA1b=w408-h432-k-no
225,Thomas Kendall Hair,"Castleknock Rd, Castleknock, Dublin",53.3711773,-6.3540486,(01) 640 5275,thomaskendallhair.com,4.7,"['9a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipNhtX9dUtXFgmpP0v4puk0-xeLvnOvoMQnQfNZx=w408-h240-k-no-pi-0-ya135.95174-ro0-fo100
226,Shamooze,"Bawnogue Shopping Centre, Bawnogue Rd, Clonburris Great, Dublin 22",53.32455,-6.411187,(01) 457 6115,None,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–5p.m.', '10a.m.–5p.m.', '10a.m.–8p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CAs_PSISbQlLE9HYm5mm9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.80711&pitch=0&thumbfov=100
227,city look hair salon,"65B Harold's Cross Rd, Harold's Cross, Dublin, D6W AW22",53.3269512,-6.2774787,087 617 4665,business.site,4.8,"['9a.m.–7p.m.', '11a.m.–6p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipPPPkvYGcyuTU4bJ30J7EvLdeMx4hqi66zk39I=w408-h306-k-no
228,Fringe Hairdressing,"165 St Mobhi Rd, Botanic, Dublin, D09 CH22",53.3707016,-6.2681895,(01) 836 9564,fringe.ie,4.8,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–7p.m.', '9:30a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipP_SOY2bb3sydFfaAWjS2oInL5gTW2e8Ma_wCpx=w408-h272-k-no
229,Peter Mark Hairdressers Malahide,"1 Church Rd, Malahide, Co. Dublin, K36 DC80",53.4503457,-6.153788,(01) 845 2487,petermark.ie,4.3,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipO6HeLL-aKoKWBZh8Q7pBiAeraBHGAU2N6ryQaD=w408-h272-k-no
230,Ballance Hair,"Leopardstown Shopping Centre, Ballyogan Rd, Ballyogan, Dublin 18, D18 P9X7",53.2592565,-6.196853099999999,(01) 294 8888,ballancehairandbeauty.com,4.9,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPkhxyhckinaJsDqzBqMqzps6HqSefj1lKc9wEw=w426-h240-k-no
231,Hairspray Ballymount HQ,"Fashion City, Unit 22, Ballymount Rd Upper, Ballymount, Dublin, D24 E861",53.3069333,-6.352073499999999,(01) 429 5688,hairspray.ie,4.4,"['10a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOitbfMhurYcC7oTg0GRkIG5iD9z5jjhZqDDwVD=w426-h240-k-no
232,Momento Hair Salon - Galway,"18 High St, Galway, H91 W7D2",53.27195469999999,-9.0534027,(091) 565 569,momentohair.ie,4.7,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMvgi4VBYT7ayY656Vr1fIFWC-B5FTjINHPY8-k=w408-h325-k-no
233,Shinelle Hair Salon,"Rathronan, Bridgetown, Co. Wexford, Y35 N2H1",52.2438515,-6.553645299999999,087 995 2506,None,4.6,"['9a.m.–5:30p.m.', '11a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPgzjIDBpR6USo4wDsFMI7xHo693ldy_ELijeae=w425-h240-k-no
234,Sunny Hair Salon,"4 Sundrive Rd, Kimmage, Dublin 12, D12 Y625",53.3196388,-6.291095700000001,087 346 7879,None,4.7,"['9a.m.–7:30p.m.', '10a.m.–6p.m.', '9:30a.m.–7:30p.m.', '9:30a.m.–7:30p.m.', '9a.m.–7:30p.m.', '9a.m.–7:30p.m.', '9a.m.–7:30p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lYB90HNLCCFomTVVLWySgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.27939&pitch=0&thumbfov=100
235,Shampoo Hair and Beauty,None,None,None,(01) 451 8705,None,4.2,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DuYdsYXcUCgfBNR-ghe-4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.03452&pitch=0&thumbfov=100
236,Melt Hair and Beauty,"13 Rathgar Rd, Rathmines, Dublin, D06 N5F2",53.3216378,-6.2670822,085 718 4998,melthairandbeauty.ie,5.0,"['9a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–9p.m.', '10a.m.–9p.m.', '10a.m.–9p.m.', '10a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipNyOUtycTUfldSZKb8rqJ8NPZY8qHFU3miMSepP=w408-h400-k-no
237,Vanilla Browns Hair Salon at The Absolute Hotel,"Sir Harry's Mall, Limerick",52.6677118,-8.619161199999999,(061) 463 608,vanillabrowns.com,3.8,"['10a.m.–8p.m.', 'Closed', '10a.m.–8p.m.', '10a.m.–6p.m.', 'Closed', '10a.m.–8p.m.', '10a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipN6KMVfCi7HrahLEVsOR_5gKwzdcj-pCGW8ROfD=w426-h240-k-no
238,Sarah Lyons Hair and Beauty Bar,"Main St, Summerhill, Co. Meath, A83 AK29",53.4816099,-6.732193499999999,(046) 955 8833,sarahlyonshairandbeautybar.ie,4.9,[],https://lh5.googleusercontent.com/p/AF1QipMr2Pt9kHIDqBGJ_EbrK6biFFRV8F8zQoA8BfL9=w408-h240-k-no-pi-0-ya285.5-ro-0-fo100
239,Frame Creative Hair Design,"4A Thomas Hand St, Townparks, Skerries, Co. Dublin, K34 HF29",53.5785779,-6.111457100000001,(01) 849 3581,framecreativehairdesign.ie,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPSHACzt8ZLuK8yag8aO8m8WnkfVxgNaoVw3R1J=w408-h510-k-no
240,Niall Colgan Hairdressing,"O'Callaghan Strand, Limerick, V94 WK27",52.6647439,-8.6325862,(061) 582 240,niallcolganhairdressing.ie,4.8,"['8:30a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPwBeMAYHH0O-sgclG2WFbUamkb2-0RumSeEJ3m=w426-h240-k-no
241,Ray Viana Concept,"79 Marlborough St, North City, Dublin 1, D01 N9C9",53.3514358,-6.258899599999999,,None,5.0,"['10a.m.–7p.m.', 'Closed', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nkYHZqegZ5npCW7PufRumg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.56735&pitch=0&thumbfov=100
242,Ruby Reds Hair Salon,"Newpark Shopping Centre, Newpark, Kilkenny",52.6601035,-7.241073299999999,(056) 775 6055,rubyreds.ie,5.0,[],https://maps.gstatic.com/tactile/pane/default_geocode-2x.png
243,La Vita Hair & Beauty Salon | Bridal Services | Ennis | Ireland,"75 O'Connell Street, Clonroad Beg, Ennis, Co. Clare, V95 KD83",52.8417695,-8.9839442,(065) 684 8515,lavitasalons.ie,4.7,"['9a.m.–6p.m.', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipP-3ooBvGw__uWf503zY7yYpxHkMPOJu_HobqMC=w506-h240-k-no
244,Queen Hairdressing,"The Hill, Stillorgan, Dublin",53.2882494,-6.196335899999999,(01) 685 4266,queen.ie,4.9,"['9a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–7p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOD3cOcFFYC37QRY8I6l-IwWrYp5-h4eKuNoBHI=w408-h408-k-no
245,Style 4 Hair Beauty,"66 Meath St, The Liberties, Dublin 8, D08 DK64",53.3408777,-6.278140199999999,(01) 473 7383,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oXNgDpecOC9EoiC62_h-XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.6891&pitch=0&thumbfov=100
246,Lisa's Nails & Beauty Salon,None,None,None,085 144 9111,business.site,4.7,"['9a.m.–12p.m.', 'Closed', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOMhIBEdSxsJey46rNKbB5AhIoF1ul_RJj0Sz9a=w426-h240-k-no
247,V studio Walkinstown,None,None,None,(01) 429 9999,vstudio.ie,5.0,"['8:30a.m.–5p.m.', 'Closed', '9a.m.–5p.m.', '10a.m.–6p.m.', '10a.m.–8p.m.', '10a.m.–7p.m.', '9a.m.–7p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kndBVe4Y1oQWUniAX1laxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.62468&pitch=0&thumbfov=100
248,LE viva hair salon,"21 Bridge St, Castlelands, Mallow, Co. Cork, P51 NH70",52.1346974,-8.6409512,087 452 9666,facebook.com,5.0,"['10a.m.–5p.m.', 'Closed', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipMymzJF1TTeSuL32tCqKaJbFm5ZvAbgUSwZJxb5=w408-h244-k-no
249,Tangles Hair Design,"Weaver's Court, Unit 1, Old main street, Prosperous, Co. Kildare, W91 XP9E",53.29168199999999,-6.754526299999999,(045) 840 695,tangleshairdesignclane.com,5.0,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipO8IvY0Oq9TEcZyLsZjI-zZKwyj1G-t5lA6kZhr=w490-h240-k-no
250,Spirit Hair Studio,"Unit 1A Killinarden Enterprise Park Killinarden Enterprise Centre, Dublin 24",53.2770752,-6.3772259,(01) 451 0008,None,4.9,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMaGymjNFzd2D2CQjgBMYo010JNtGUM4ZzzKr7b=w408-h510-k-no
